,team1,team1score,team1seed,team2,team2score,team2seed,result,year,round,wteam,lteam,wscore,lscore
768,Florida,62,3,Florida Gulf Coast,50,15,0,2013,3,Florida,Florida Gulf Coast,62,50
769,Syracuse,61,4,Indiana,50,1,0,2013,3,Syracuse,Indiana,61,50
770,Louisville,85,1,Duke,63,2,0,2013,4,Louisville,Duke,85,63
771,Syracuse,55,4,Marquette,39,3,0,2013,4,Syracuse,Marquette,55,39
772,Wichita St.,70,9,Ohio St.,66,2,0,2013,4,Wichita St.,Ohio St.,70,66
773,Michigan,79,4,Florida,59,3,0,2013,4,Michigan,Florida,79,59
774,Louisville,72,1,Wichita St.,68,9,0,2013,5,Louisville,Wichita St.,72,68
775,Michigan,61,4,Syracuse,56,4,0,2013,5,Michigan,Syracuse,61,56
776,Louisville,82,1,Michigan,76,4,0,2013,6,Louisville,Michigan,82,76
777,Cal Poly,81,16,Texas Southern,69,16,0,2014,0,Cal Poly,Texas Southern,81,69
778,Albany,71,16,Mount St. Mary's,64,16,0,2014,0,Albany,Mount St. Mary's,71,64
779,Tennessee,78,11,Iowa,65,11,0,2014,0,Tennessee,Iowa,78,65
780,N.C. State,74,12,Xavier,59,12,0,2014,0,North Carolina St.,Xavier,74,59
781,Stanford,58,10,New Mexico,53,7,0,2014,1,Stanford,New Mexico,58,53
782,Connecticut,89,7,Saint Joseph's,81,10,0,2014,1,Connecticut,Saint Joseph's,89,81
783,Tennessee,86,11,Massachusetts,67,6,0,2014,1,Tennessee,Massachusetts,86,67
784,Oregon,87,7,BYU,68,10,0,2014,1,Oregon,BYU,87,68
785,Saint Louis,83,5,N.C. State,80,12,0,2014,1,Saint Louis,North Carolina St.,83,80
786,Harvard,61,12,Cincinnati,57,5,0,2014,1,Harvard,Cincinnati,61,57
787,Texas,87,7,Arizona St.,85,10,0,2014,1,Texas,Arizona St.,87,85
788,Pittsburgh,77,9,Colorado,48,8,0,2014,1,Pittsburgh,Colorado,77,48
789,Louisville,71,4,Manhattan,64,13,0,2014,1,Louisville,Manhattan,71,64
790,Iowa St.,93,3,North Carolina Central,75,14,0,2014,1,Iowa St.,North Carolina Central,93,75
791,Syracuse,77,3,Western Michigan,53,14,0,2014,1,Syracuse,Western Michigan,77,53
792,Baylor,74,6,Nebraska,60,11,0,2014,1,Baylor,Nebraska,74,60
793,North Dakota St.,80,12,Oklahoma,75,5,0,2014,1,North Dakota St.,Oklahoma,80,75
794,Villanova,73,2,Milwaukee,53,15,0,2014,1,Villanova,Milwaukee,73,53
795,Arizona,68,1,Weber St.,59,16,0,2014,1,Arizona,Weber St.,68,59
796,Creighton,76,3,Louisiana Lafayette,66,14,0,2014,1,Creighton,Louisiana Lafayette,76,66
797,Kansas,80,2,Eastern Kentucky,69,15,0,2014,1,Kansas,Eastern Kentucky,80,69
798,Mercer,78,14,Duke,71,3,0,2014,1,Mercer,Duke,78,71
799,Gonzaga,85,8,Oklahoma St.,77,9,0,2014,1,Gonzaga,Oklahoma St.,85,77
800,Stephen F. Austin,77,12,VCU,75,5,0,2014,1,Stephen F. Austin,VCU,77,75
801,Dayton,60,11,Ohio St.,59,6,0,2014,1,Dayton,Ohio St.,60,59
802,San Diego St.,73,4,New Mexico St.,69,13,0,2014,1,San Diego St.,New Mexico St.,73,69
803,Wichita St.,64,1,Cal Poly,37,16,0,2014,1,Wichita St.,Cal Poly,64,37
804,Virginia,70,1,Coastal Carolina,59,16,0,2014,1,Virginia,Coastal Carolina,70,59
805,Florida,67,1,Albany,55,16,0,2014,1,Florida,Albany,67,55
806,UCLA,76,4,Tulsa,59,13,0,2014,1,UCLA,Tulsa,76,59
807,Michigan St.,93,4,Delaware,78,13,0,2014,1,Michigan St.,Delaware,93,78
808,North Carolina,79,6,Providence,77,11,0,2014,1,North Carolina,Providence,79,77
809,Kentucky,56,8,Kansas St.,49,9,0,2014,1,Kentucky,Kansas St.,56,49
810,Memphis,71,8,George Washington,66,9,0,2014,1,Memphis,George Washington,71,66
811,Michigan,57,2,Wofford,40,15,0,2014,1,Michigan,Wofford,57,40
812,Wisconsin,75,2,American,35,15,0,2014,1,Wisconsin,American,75,35
813,UCLA,77,4,Stephen F. Austin,60,12,0,2014,2,UCLA,Stephen F. Austin,77,60
814,Stanford,60,10,Kansas,57,2,0,2014,2,Stanford,Kansas,60,57
815,Dayton,55,11,Syracuse,53,3,0,2014,2,Dayton,Syracuse,55,53
816,Connecticut,77,7,Villanova,65,2,0,2014,2,Connecticut,Villanova,77,65
817,Tennessee,83,11,Mercer,63,14,0,2014,2,Tennessee,Mercer,83,63
818,San Diego St.,63,4,North Dakota St.,44,12,0,2014,2,San Diego St.,North Dakota St.,63,44
819,Wisconsin,85,2,Oregon,77,7,0,2014,2,Wisconsin,Oregon,85,77
820,Louisville,66,4,Saint Louis,51,5,0,2014,2,Louisville,Saint Louis,66,51
821,Michigan,79,2,Texas,65,7,0,2014,2,Michigan,Texas,79,65
822,Baylor,85,6,Creighton,55,3,0,2014,2,Baylor,Creighton,85,55
823,Arizona,84,1,Gonzaga,61,8,0,2014,2,Arizona,Gonzaga,84,61
824,Kentucky,78,8,Wichita St.,76,1,0,2014,2,Kentucky,Wichita St.,78,76
825,Virginia,78,1,Memphis,60,8,0,2014,2,Virginia,Memphis,78,60
826,Florida,61,1,Pittsburgh,45,9,0,2014,2,Florida,Pittsburgh,61,45
827,Iowa St.,85,3,North Carolina,83,6,0,2014,2,Iowa St.,North Carolina,85,83
828,Michigan St.,80,4,Harvard,73,12,0,2014,2,Michigan St.,Harvard,80,73
829,Dayton,82,11,Stanford,72,10,0,2014,3,Dayton,Stanford,82,72
830,Michigan,73,2,Tennessee,71,11,0,2014,3,Michigan,Tennessee,73,71
831,Connecticut,81,7,Iowa St.,76,3,0,2014,3,Connecticut,Iowa St.,81,76
832,Wisconsin,69,2,Baylor,52,6,0,2014,3,Wisconsin,Baylor,69,52
833,Arizona,70,1,San Diego St.,64,4,0,2014,3,Arizona,San Diego St.,70,64
834,Michigan St.,61,4,Virginia,59,1,0,2014,3,Michigan St.,Virginia,61,59
835,Florida,79,1,UCLA,68,4,0,2014,3,Florida,UCLA,79,68
836,Kentucky,74,8,Louisville,69,4,0,2014,3,Kentucky,Louisville,74,69
837,Wisconsin,64,2,Arizona,63,1,0,2014,4,Wisconsin,Arizona,64,63
838,Florida,62,1,Dayton,52,11,0,2014,4,Florida,Dayton,62,52
839,Connecticut,60,7,Michigan St.,54,4,0,2014,4,Connecticut,Michigan St.,60,54
840,Kentucky,75,8,Michigan,72,2,0,2014,4,Kentucky,Michigan,75,72
841,Connecticut,63,7,Florida,53,1,0,2014,5,Connecticut,Florida,63,53
842,Kentucky,74,8,Wisconsin,73,2,0,2014,5,Kentucky,Wisconsin,74,73
843,Connecticut,60,7,Kentucky,54,8,0,2014,6,Connecticut,Kentucky,60,54
844,Robert Morris,81,16,North Florida,77,16,0,2015,0,Robert Morris,North Florida,81,77
845,Hampton,74,16,Manhattan,64,16,0,2015,0,Hampton,Manhattan,74,64
846,Dayton,56,11,Boise St.,55,11,0,2015,0,Dayton,Boise St.,56,55
847,Mississippi,94,11,BYU,90,11,0,2015,0,Mississippi,BYU,94,90
848,Butler,56,6,Texas,48,11,0,2015,1,Butler,Texas,56,48
849,West Virginia,68,5,Buffalo,62,12,0,2015,1,West Virginia,Buffalo,68,62
850,Dayton,66,11,Providence,53,6,0,2015,1,Dayton,Providence,66,53
851,Utah,57,5,Stephen F. Austin,50,12,0,2015,1,Utah,Stephen F. Austin,57,50
852,Oregon,79,8,Oklahoma St.,73,9,0,2015,1,Oregon,Oklahoma St.,79,73
853,UCLA,60,11,SMU,59,6,0,2015,1,UCLA,SMU,60,59
854,UAB,60,14,Iowa St.,59,3,0,2015,1,UAB,Iowa St.,60,59
855,Iowa,83,7,Davidson,52,10,0,2015,1,Iowa,Davidson,83,52
856,Xavier,76,6,Mississippi,57,11,0,2015,1,Xavier,Mississippi,76,57
857,Northern Iowa,71,5,Wyoming,54,12,0,2015,1,Northern Iowa,Wyoming,71,54
858,Georgetown,84,4,Eastern Washington,74,13,0,2015,1,Georgetown,Eastern Washington,84,74
859,Cincinnati,66,8,Purdue,65,9,0,2015,1,Cincinnati,Purdue,66,65
860,N.C. State,66,8,LSU,65,9,0,2015,1,North Carolina St.,LSU,66,65
861,Louisville,57,4,UC Irvine,55,13,0,2015,1,Louisville,UC Irvine,57,55
862,Georgia St.,57,14,Baylor,56,3,0,2015,1,Georgia St.,Baylor,57,56
863,Oklahoma,69,3,Albany,60,14,0,2015,1,Oklahoma,Albany,69,60
864,Villanova,93,1,Lafayette,52,16,0,2015,1,Villanova,Lafayette,93,52
865,Arizona,93,2,Texas Southern,72,15,0,2015,1,Arizona,Texas Southern,93,72
866,Kansas,75,2,New Mexico St.,56,15,0,2015,1,Kansas,New Mexico St.,75,56
867,Duke,85,1,Robert Morris,56,16,0,2015,1,Duke,Robert Morris,85,56
868,Gonzaga,86,2,North Dakota St.,76,15,0,2015,1,Gonzaga,North Dakota St.,86,76
869,Ohio St.,75,10,VCU,72,7,0,2015,1,Ohio St.,VCU,75,72
870,San Diego St.,76,8,St. John's,64,9,0,2015,1,San Diego St.,St. John's,76,64
871,Wichita St.,81,7,Indiana,76,10,0,2015,1,Wichita St.,Indiana,81,76
872,Virginia,79,2,Belmont,67,15,0,2015,1,Virginia,Belmont,79,67
873,Michigan St.,70,7,Georgia,63,10,0,2015,1,Michigan St.,Georgia,70,63
874,North Carolina,67,4,Harvard,65,13,0,2015,1,North Carolina,Harvard,67,65
875,Kentucky,79,1,Hampton,56,16,0,2015,1,Kentucky,Hampton,79,56
876,Notre Dame,69,3,Northeastern,65,14,0,2015,1,Notre Dame,Northeastern,69,65
877,Maryland,65,4,Valparaiso,62,13,0,2015,1,Maryland,Valparaiso,65,62
878,Wisconsin,86,1,Coastal Carolina,72,16,0,2015,1,Wisconsin,Coastal Carolina,86,72
879,Arkansas,56,5,Wofford,53,12,0,2015,1,Arkansas,Wofford,56,53
880,Notre Dame,67,3,Butler,64,6,0,2015,2,Notre Dame,Butler,67,64
881,Oklahoma,72,3,Dayton,66,11,0,2015,2,Oklahoma,Dayton,72,66
882,Utah,75,5,Georgetown,64,4,0,2015,2,Utah,Georgetown,75,64
883,Gonzaga,87,2,Iowa,68,7,0,2015,2,Gonzaga,Iowa,87,68
884,Xavier,75,6,Georgia St.,67,14,0,2015,2,Xavier,Georgia St.,75,67
885,Louisville,66,4,Northern Iowa,53,5,0,2015,2,Louisville,Northern Iowa,66,53
886,N.C. State,71,8,Villanova,68,1,0,2015,2,North Carolina St.,Villanova,71,68
887,Duke,68,1,San Diego St.,49,8,0,2015,2,Duke,San Diego St.,68,49
888,Arizona,73,2,Ohio St.,58,10,0,2015,2,Arizona,Ohio St.,73,58
889,Wichita St.,78,7,Kansas,65,2,0,2015,2,Wichita St.,Kansas,78,65
890,UCLA,92,11,UAB,75,14,0,2015,2,UCLA,UAB,92,75
891,Michigan St.,60,7,Virginia,54,2,0,2015,2,Michigan St.,Virginia,60,54
892,Kentucky,64,1,Cincinnati,51,8,0,2015,2,Kentucky,Cincinnati,64,51
893,West Virginia,69,5,Maryland,59,4,0,2015,2,West Virginia,Maryland,69,59
894,Wisconsin,72,1,Oregon,65,8,0,2015,2,Wisconsin,Oregon,72,65
895,North Carolina,87,4,Arkansas,78,5,0,2015,2,North Carolina,Arkansas,87,78
896,Arizona,68,2,Xavier,60,6,0,2015,3,Arizona,Xavier,68,60
897,Louisville,75,4,N.C. State,65,8,0,2015,3,Louisville,North Carolina St.,75,65
898,Michigan St.,62,7,Oklahoma,58,3,0,2015,3,Michigan St.,Oklahoma,62,58
899,Duke,63,1,Utah,57,5,0,2015,3,Duke,Utah,63,57
900,Gonzaga,74,2,UCLA,62,11,0,2015,3,Gonzaga,UCLA,74,62
901,Kentucky,78,1,West Virginia,39,5,0,2015,3,Kentucky,West Virginia,78,39
902,Notre Dame,81,3,Wichita St.,70,7,0,2015,3,Notre Dame,Wichita St.,81,70
903,Wisconsin,79,1,North Carolina,72,4,0,2015,3,Wisconsin,North Carolina,79,72
904,Duke,66,1,Gonzaga,52,2,0,2015,4,Duke,Gonzaga,66,52
905,Michigan St.,76,7,Louisville,70,4,0,2015,4,Michigan St.,Louisville,76,70
906,Kentucky,68,1,Notre Dame,66,3,0,2015,4,Kentucky,Notre Dame,68,66
907,Wisconsin,85,1,Arizona,78,2,0,2015,4,Wisconsin,Arizona,85,78
908,Duke,81,1,Michigan St.,61,7,0,2015,5,Duke,Michigan St.,81,61
909,Wisconsin,71,1,Kentucky,64,1,0,2015,5,Wisconsin,Kentucky,71,64
910,Duke,68,1,Wisconsin,63,1,0,2015,6,Duke,Wisconsin,68,63
911,Florida Gulf Coast,96,16,Fairleigh Dickinson,65,16,0,2016,0,FGCU,FDU,96,65
912,Holy Cross,59,16,Southern,55,16,0,2016,0,Holy Cross,Southern U.,59,55
913,Michigan,67,11,Tulsa,62,11,0,2016,0,Michigan,Tulsa,67,62
914,Vanderbilt,50,11,Wichita St.,70,11,1,2016,0,Wichita St.,Vanderbilt,70,50
915,Seton Hall,52,6,Gonzaga,68,11,1,2016,1,Gonzaga,Seton Hall,68,52
916,Baylor,75,5,Yale,79,12,1,2016,1,Yale,Baylor,79,75
917,Dayton,51,7,Syracuse,70,10,1,2016,1,Syracuse,Dayton,70,51
918,USC,69,8,Providence,70,9,1,2016,1,Providence,Southern California,70,69
919,California,66,4,Hawaii,77,13,1,2016,1,Hawaii,California,77,66
920,Utah,80,3,Fresno St.,69,14,0,2016,1,Utah,Fresno St.,80,69
921,Saint Joseph's,78,8,Cincinnati,76,9,0,2016,1,Saint Joseph's,Cincinnati,78,76
922,Oregon,91,1,Holy Cross,52,16,0,2016,1,Oregon,Holy Cross,91,52
923,Iowa,72,7,Temple,70,10,0,2016,1,Iowa,Temple,72,70
924,Texas Tech,61,8,Butler,71,9,1,2016,1,Butler,Texas Tech,71,61
925,Xavier,71,2,Weber St.,53,15,0,2016,1,Xavier,Weber St.,71,53
926,Texas A&M,92,3,Green Bay,65,14,0,2016,1,Texas A&amp;M,Green Bay,92,65
927,Purdue,83,5,Arkansas Little Rock,85,12,1,2016,1,Little Rock,Purdue,85,83
928,Colorado,67,8,Connecticut,74,9,1,2016,1,UConn,Colorado,74,67
929,Oklahoma,82,2,Cal St. Bakersfield,68,15,0,2016,1,Oklahoma,CSU Bakersfield,82,68
930,Villanova,86,2,UNC Asheville,56,15,0,2016,1,Villanova,UNC Asheville,86,56
931,Arizona,55,6,Wichita St.,65,11,1,2016,1,Wichita St.,Arizona,65,55
932,Miami FL,79,3,Buffalo,72,14,0,2016,1,Miami (FL),Buffalo,79,72
933,Wisconsin,47,7,Pittsburgh,43,10,0,2016,1,Wisconsin,Pittsburgh,47,43
934,Kansas,105,1,Austin Peay,79,16,0,2016,1,Kansas,Austin Peay,105,79
935,Duke,93,4,UNC Wilmington,85,13,0,2016,1,Duke,UNCW,93,85
936,Texas,72,6,Northern Iowa,75,11,1,2016,1,UNI,Texas,75,72
937,Oregon St.,67,7,VCU,75,10,1,2016,1,VCU,Oregon St.,75,67
938,Virginia,81,1,Hampton,45,16,0,2016,1,Virginia,Hampton,81,45
939,Iowa St.,94,4,Iona,81,13,0,2016,1,Iowa St.,Iona,94,81
940,Indiana,99,5,Chattanooga,74,12,0,2016,1,Indiana,Chattanooga,99,74
941,Michigan St.,81,2,Middle Tennessee,90,15,1,2016,1,Middle Tenn.,Michigan St.,90,81
942,North Carolina,83,1,Florida Gulf Coast,67,16,0,2016,1,North Carolina,FGCU,83,67
943,Kentucky,85,4,Stony Brook,57,13,0,2016,1,Kentucky,Stony Brook,85,57
944,Notre Dame,70,6,Michigan,63,11,0,2016,1,Notre Dame,Michigan,70,63
945,Maryland,79,5,South Dakota St.,74,12,0,2016,1,Maryland,South Dakota St.,79,74
946,West Virginia,56,3,Stephen F. Austin,70,14,1,2016,1,SFA,West Virginia,70,56
947,Arkansas Little Rock,61,12,Iowa St.,78,4,1,2016,2,Iowa St.,Little Rock,78,61
948,Yale,64,12,Duke,71,4,1,2016,2,Duke,Yale,71,64
949,Oregon,69,1,Saint Joseph's,64,8,0,2016,2,Oregon,Saint Joseph's,69,64
950,Wisconsin,66,7,Xavier,63,2,0,2016,2,Wisconsin,Xavier,66,63
951,Northern Iowa,88,11,Texas A&M,92,3,1,2016,2,Texas A&amp;M,UNI,92,88
952,Syracuse,75,10,Middle Tennessee,50,15,0,2016,2,Syracuse,Middle Tenn.,75,50
953,VCU,81,10,Oklahoma,85,2,1,2016,2,Oklahoma,VCU,85,81
954,Iowa,68,7,Villanova,87,2,1,2016,2,Villanova,Iowa,87,68
955,Kansas,73,1,Connecticut,61,9,0,2016,2,Kansas,UConn,73,61
956,Gonzaga,82,11,Utah,59,3,0,2016,2,Gonzaga,Utah,82,59
957,Wichita St.,57,11,Miami FL,65,3,1,2016,2,Miami (FL),Wichita St.,65,57
958,Virginia,77,1,Butler,69,9,0,2016,2,Virginia,Butler,77,69
959,Indiana,73,5,Kentucky,67,4,0,2016,2,Indiana,Kentucky,73,67
960,North Carolina,85,1,Providence,66,9,0,2016,2,North Carolina,Providence,85,66
961,Notre Dame,76,6,Stephen F. Austin,75,14,0,2016,2,Notre Dame,SFA,76,75
962,Maryland,73,5,Hawaii,60,13,0,2016,2,Maryland,Hawaii,73,60
963,Oregon,82,1,Duke,68,4,0,2016,3,Oregon,Duke,82,68
964,Texas A&M,63,3,Oklahoma,77,2,1,2016,3,Oklahoma,Texas A&amp;M,77,63
965,Miami FL,69,3,Villanova,92,2,1,2016,3,Villanova,Miami (FL),92,69
966,Kansas,79,1,Maryland,63,5,0,2016,3,Kansas,Maryland,79,63
967,Gonzaga,60,11,Syracuse,63,10,1,2016,3,Syracuse,Gonzaga,63,60
968,Virginia,84,1,Iowa St.,71,4,0,2016,3,Virginia,Iowa St.,84,71
969,North Carolina,101,1,Indiana,86,5,0,2016,3,North Carolina,Indiana,101,86
970,Notre Dame,61,6,Wisconsin,56,7,0,2016,3,Notre Dame,Wisconsin,61,56
971,Oregon,68,1,Oklahoma,80,2,1,2016,4,Oklahoma,Oregon,80,68
972,Kansas,59,1,Villanova,64,2,1,2016,4,Villanova,Kansas,64,59
973,Virginia,62,1,Syracuse,68,10,1,2016,4,Syracuse,Virginia,68,62
974,North Carolina,88,1,Notre Dame,74,6,0,2016,4,North Carolina,Notre Dame,88,74
975,Villanova,95,2,Oklahoma,51,2,0,2016,5,Villanova,Oklahoma,95,51
976,North Carolina,83,1,Syracuse,66,10,0,2016,5,North Carolina,Syracuse,83,66
977,Villanova,77,2,North Carolina,74,1,0,2016,6,Villanova,North Carolina,77,74
978,North Carolina Central,63,16,UC Davis,67,16,1,2017,0,UC Davis,N.C. Central,67,63
979,Mount St. Mary's,67,16,New Orleans,66,16,0,2017,0,Mount St. Mary's,New Orleans,67,66
980,Providence,71,11,USC,75,11,1,2017,0,Southern California,Providence,75,71
981,Kansas St.,95,11,Wake Forest,88,11,0,2017,0,Kansas St.,Wake Forest,95,88
982,Northwestern,68,8,Vanderbilt,66,9,0,2017,1,Northwestern,Vanderbilt,68,66
983,SMU,65,6,USC,66,11,1,2017,1,Southern California,SMU,66,65
984,Wisconsin,84,8,Virginia Tech,74,9,0,2017,1,Wisconsin,Virginia Tech,84,74
985,Butler,76,4,Winthrop,64,13,0,2017,1,Butler,Winthrop,76,64
986,Minnesota,72,5,Middle Tennessee,81,12,1,2017,1,Middle Tenn.,Minnesota,81,72
987,Dayton,58,7,Wichita St.,64,10,1,2017,1,Wichita St.,Dayton,64,58
988,Florida,80,4,East Tennessee St.,65,13,0,2017,1,Florida,ETSU,80,65
989,Oregon,93,3,Iona,77,14,0,2017,1,Oregon,Iona,93,77
990,Purdue,80,4,Vermont,70,13,0,2017,1,Purdue,Vermont,80,70
991,Cincinnati,75,6,Kansas St.,61,11,0,2017,1,Cincinnati,Kansas St.,75,61
992,South Carolina,93,7,Marquette,73,10,0,2017,1,South Carolina,Marquette,93,73
993,Louisville,78,2,Jacksonville St.,63,15,0,2017,1,Louisville,Jacksonville St.,78,63
994,Baylor,91,3,New Mexico St.,73,14,0,2017,1,Baylor,New Mexico St.,91,73
995,Villanova,76,1,Mount St. Mary's,56,16,0,2017,1,Villanova,Mount St. Mary's,76,56
996,Saint Mary's,85,7,VCU,77,10,0,2017,1,Saint Mary's (CA),VCU,85,77
997,Arizona,100,2,North Dakota,82,15,0,2017,1,Arizona,North Dakota,100,82
998,Miami FL,58,8,Michigan St.,78,9,1,2017,1,Michigan St.,Miami (FL),78,58
999,Creighton,72,6,Rhode Island,84,11,1,2017,1,Rhode Island,Creighton,84,72
1000,Kansas,100,1,UC Davis,62,16,0,2017,1,Kansas,UC Davis,100,62
1001,Duke,87,2,Troy St.,65,15,0,2017,1,Duke,Troy,87,65
1002,Gonzaga,66,1,South Dakota St.,46,16,0,2017,1,Gonzaga,South Dakota St.,66,46
1003,Florida St.,86,3,Florida Gulf Coast,80,14,0,2017,1,Florida St.,FGCU,86,80
1004,West Virginia,86,4,Bucknell,80,13,0,2017,1,West Virginia,Bucknell,86,80
1005,Virginia,76,5,UNC Wilmington,71,12,0,2017,1,Virginia,UNCW,76,71
1006,Iowa St.,84,5,Nevada,73,12,0,2017,1,Iowa St.,Nevada,84,73
1007,UCLA,97,3,Kent St.,80,14,0,2017,1,UCLA,Kent St.,97,80
1008,North Carolina,103,1,Texas Southern,64,16,0,2017,1,North Carolina,Texas Southern,103,64
1009,Kentucky,79,2,Northern Kentucky,70,15,0,2017,1,Kentucky,Northern Ky.,79,70
1010,Notre Dame,60,5,Princeton,58,12,0,2017,1,Notre Dame,Princeton,60,58
1011,Maryland,65,6,Xavier,76,11,1,2017,1,Xavier,Maryland,76,65
1012,Michigan,92,7,Oklahoma St.,91,10,0,2017,1,Michigan,Oklahoma St.,92,91
1013,Arkansas,77,8,Seton Hall,71,9,0,2017,1,Arkansas,Seton Hall,77,71
1014,Rhode Island,72,11,Oregon,75,3,1,2017,2,Oregon,Rhode Island,75,72
1015,USC,78,11,Baylor,82,3,1,2017,2,Baylor,Southern California,82,78
1016,Middle Tennessee,65,12,Butler,74,4,1,2017,2,Butler,Middle Tenn.,74,65
1017,Xavier,91,11,Florida St.,66,3,0,2017,2,Xavier,Florida St.,91,66
1018,Cincinnati,67,6,UCLA,79,3,1,2017,2,UCLA,Cincinnati,79,67
1019,South Carolina,88,7,Duke,81,2,0,2017,2,South Carolina,Duke,88,81
1020,Villanova,62,1,Wisconsin,65,8,1,2017,2,Wisconsin,Villanova,65,62
1021,Wichita St.,62,10,Kentucky,65,2,1,2017,2,Kentucky,Wichita St.,65,62
1022,Saint Mary's,60,7,Arizona,69,2,1,2017,2,Arizona,Saint Mary's (CA),69,60
1023,Kansas,90,1,Michigan St.,70,9,0,2017,2,Kansas,Michigan St.,90,70
1024,Gonzaga,79,1,Northwestern,73,8,0,2017,2,Gonzaga,Northwestern,79,73
1025,Virginia,39,5,Florida,65,4,1,2017,2,Florida,Virginia,65,39
1026,Iowa St.,76,5,Purdue,80,4,1,2017,2,Purdue,Iowa St.,80,76
1027,North Carolina,72,1,Arkansas,65,8,0,2017,2,North Carolina,Arkansas,72,65
1028,Notre Dame,71,5,West Virginia,83,4,1,2017,2,West Virginia,Notre Dame,83,71
1029,Michigan,73,7,Louisville,69,2,0,2017,2,Michigan,Louisville,73,69
1030,Wisconsin,83,8,Florida,84,4,1,2017,3,Florida,Wisconsin,84,83
1031,Oregon,69,3,Michigan,68,7,0,2017,3,Oregon,Michigan,69,68
1032,Xavier,73,11,Arizona,71,2,0,2017,3,Xavier,Arizona,73,71
1033,Baylor,50,3,South Carolina,70,7,1,2017,3,South Carolina,Baylor,70,50
1034,Kansas,98,1,Purdue,66,4,0,2017,3,Kansas,Purdue,98,66
1035,Gonzaga,61,1,West Virginia,58,4,0,2017,3,Gonzaga,West Virginia,61,58
1036,UCLA,75,3,Kentucky,86,2,1,2017,3,Kentucky,UCLA,86,75
1037,North Carolina,92,1,Butler,80,4,0,2017,3,North Carolina,Butler,92,80
1038,Florida,70,4,South Carolina,77,7,1,2017,4,South Carolina,Florida,77,70
1039,Kansas,60,1,Oregon,74,3,1,2017,4,Oregon,Kansas,74,60
1040,Gonzaga,83,1,Xavier,59,11,0,2017,4,Gonzaga,Xavier,83,59
1041,North Carolina,75,1,Kentucky,73,2,0,2017,4,North Carolina,Kentucky,75,73
1042,Oregon,76,3,North Carolina,77,1,1,2017,5,North Carolina,Oregon,77,76
1043,South Carolina,73,7,Gonzaga,77,1,1,2017,5,Gonzaga,South Carolina,77,73
1044,Gonzaga,65,1,North Carolina,71,1,1,2017,6,North Carolina,Gonzaga,71,65
1045,Arizona St.,56,11,Syracuse,60,11,1,2018,0,Syracuse,Arizona St.,60,56
1046,North Carolina Central,46,16,Texas Southern,64,16,1,2018,0,Texas Southern,N.C. Central,64,46
1047,LIU Brooklyn,61,16,Radford,71,16,1,2018,0,Radford,LIU,71,61
1048,St. Bonaventure,65,11,UCLA,58,11,0,2018,0,St. Bonaventure,UCLA,65,58
1049,Rhode Island,83,7,Oklahoma,78,10,0,2018,1,Rhode Island,Oklahoma,83,78
1050,Seton Hall,94,8,N.C. State,83,9,0,2018,1,Seton Hall,NC State,94,83
1051,Texas Tech,70,3,Stephen F. Austin,60,14,0,2018,1,Texas Tech,SFA,70,60
1052,Ohio St.,81,5,South Dakota St.,73,12,0,2018,1,Ohio St.,South Dakota St.,81,73
1053,Florida,77,6,St. Bonaventure,62,11,0,2018,1,Florida,St. Bonaventure,77,62
1054,Missouri,54,8,Florida St.,67,9,1,2018,1,Florida St.,Missouri,67,54
1055,Nevada,87,7,Texas,83,10,0,2018,1,Nevada,Texas,87,83
1056,Houston,67,6,San Diego St.,65,11,0,2018,1,Houston,San Diego St.,67,65
1057,Xavier,102,1,Texas Southern,83,16,0,2018,1,Xavier,Texas Southern,102,83
1058,Texas A&M,73,7,Providence,69,10,0,2018,1,Texas A&amp;M,Providence,73,69
1059,Purdue,74,2,Cal St. Fullerton,48,15,0,2018,1,Purdue,Cal St. Fullerton,74,48
1060,Auburn,62,4,College of Charleston,58,13,0,2018,1,Auburn,Col. of Charleston,62,58
1061,Cincinnati,68,2,Georgia St.,53,15,0,2018,1,Cincinnati,Georgia St.,68,53
1062,Tennessee,73,3,Wright St.,47,14,0,2018,1,Tennessee,Wright St.,73,47
1063,Clemson,79,5,New Mexico St.,68,12,0,2018,1,Clemson,New Mexico St.,79,68
1064,Virginia Tech,83,8,Alabama,86,9,1,2018,1,Alabama,Virginia Tech,86,83
1065,Villanova,87,1,Radford,61,16,0,2018,1,Villanova,Radford,87,61
1066,Arizona,68,4,Buffalo,89,13,1,2018,1,Buffalo,Arizona,89,68
1067,Miami FL,62,6,Loyola Chicago,64,11,1,2018,1,Loyola Chicago,Miami (FL),64,62
1068,TCU,52,6,Syracuse,57,11,1,2018,1,Syracuse,TCU,57,52
1069,Creighton,59,8,Kansas St.,69,9,1,2018,1,Kansas St.,Creighton,69,59
1070,Kansas,76,1,Penn,60,16,0,2018,1,Kansas,Penn,76,60
1071,Duke,89,2,Iona,67,15,0,2018,1,Duke,Iona,89,67
1072,Gonzaga,68,4,UNC Greensboro,64,13,0,2018,1,Gonzaga,UNC Greensboro,68,64
1073,Wichita St.,75,4,Marshall,81,13,1,2018,1,Marshall,Wichita St.,81,75
1074,Virginia,54,1,UMBC,74,16,1,2018,1,UMBC,Virginia,74,54
1075,Michigan St.,82,3,Bucknell,78,14,0,2018,1,Michigan St.,Bucknell,82,78
1076,North Carolina,84,2,Lipscomb,66,15,0,2018,1,North Carolina,Lipscomb,84,66
